date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:17	88/88	---M--	200	added ('OK')	image/png	etag:930a1f8e471f4f4739a578f6f92f9bfe	https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Sound-icon-empty.svg/10px-Sound-icon-empty.svg.png	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/thumb/0/04/Sound-icon-empty.svg/10px-Sound-icon-empty.svg.png	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:17	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:17%20GMT	https://en.wikipedia.org/wiki/de:Wikipedia:Exzellente_Bilder	C:/congress_site/congres/en.wikipedia.org/wiki/de_Wikipedia_Exzellente_Bilder	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:17	20/20	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2017%20Jul%202017%2014:06:17%20GMT	https://en.wikipedia.org/wiki/de:Wikipedia:Kandidaten_f%c3%bcr_exzellente_Bilder/Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/de_Wikipedia_Kandidaten_f%c3%bcr_exzellente_Bilder/Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:18%20GMT	https://en.wikipedia.org/wiki/en:Wikipedia:Featured_pictures	C:/congress_site/congres/en.wikipedia.org/wiki/en_Wikipedia_Featured_pictures	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:18%20GMT	https://en.wikipedia.org/wiki/en:Wikipedia:Featured_picture_candidates/US_Capitol_2	C:/congress_site/congres/en.wikipedia.org/wiki/en_Wikipedia_Featured_picture_candidates/US_Capitol_2	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:19	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:19%20GMT	https://en.wikipedia.org/wiki/es:Wikipedia:Recursos_destacados	C:/congress_site/congres/en.wikipedia.org/wiki/es_Wikipedia_Recursos_destacados	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:19	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:19%20GMT	https://en.wikipedia.org/wiki/es:Wikipedia:Candidatos_a_recursos_destacados/Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/es_Wikipedia_Candidatos_a_recursos_destacados/Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:20	31183/31183	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:20%20GMT	https://es.wikipedia.org/wiki/Wikipedia:Candidatos_a_recursos_destacados/Capitol_Building_Full_View.jpg	C:/congress_site/congres/es.wikipedia.org/wiki/Wikipedia_Candidatos_a_recursos_destacados/Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:20	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jul%202017%2014:06:20%20GMT	https://en.wikipedia.org/wiki/fa:%d9%88%db%8c%da%a9%db%8c%e2%80%8c%d9%be%d8%af%db%8c%d8%a7:%d9%86%da%af%d8%a7%d8%b1%d9%87%e2%80%8c%d9%87%d8%a7%db%8c_%d8%a8%d8%b1%da%af%d8%b2%db%8c%d8%af%d9%87	C:/congress_site/congres/en.wikipedia.org/wiki/fa_%d9%88%db%8c%da%a9%db%8c%e2%80%8c%d9%be%d8%af%db%8c%d8%a7_%d9%86%da%af%d8%a7%d8%b1%d9%87%e2%80%8c%d9%87%d8%a7%db%8c_%d8%a8%d8%b1%da%af%d8%b2%db%8c%d8%af%d9%87	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:21	20/20	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2017%20Jul%202017%2014:06:21%20GMT	https://en.wikipedia.org/wiki/fa:%d9%88%db%8c%da%a9%db%8c%e2%80%8c%d9%be%d8%af%db%8c%d8%a7:%da%af%d8%b2%db%8c%d8%af%d9%86_%d9%86%da%af%d8%a7%d8%b1%d9%87_%d8%a8%d8%b1%da%af%d8%b2%db%8c%d8%af%d9%87/Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/fa_%d9%88%db%8c%da%a9%db%8c%e2%80%8c%d9%be%d8%af%db%8c%d8%a7_%da%af%d8%b2%db%8c%d8%af%d9%86_%d9%86%da%af%d8%a7%d8%b1%d9%87_%d8%a8%d8%b1%da%af%d8%b2%db%8c%d8%af%d9%87/Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:21	4823/4823	---M--	200	added ('OK')	image/png	etag:11ceeba63f45da519776c44783a0a598	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Quality_images_logo.svg/64px-Quality_images_logo.svg.png	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Quality_images_logo.svg/64px-Quality_images_logo.svg.png	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:21	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Mon,%2017%20Jul%202017%2014:06:22%20GMT	http://upload.wikimedia.org/wikipedia/commons/archive/2/27/20111216202512%21Capitol_Building_Full_View.jpg	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/archive/2/27/20111216202512!Capitol_Building_Full_View.56.delayed	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:22	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Mon,%2017%20Jul%202017%2014:06:22%20GMT	http://upload.wikimedia.org/wikipedia/commons/thumb/archive/2/27/20111216202512%21Capitol_Building_Full_View.jpg/120px-Capitol_Building_Full_View.jpg	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/thumb/archive/2/27/20111216202512!Capitol_Building_Full_View.jpg/120px-Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:23	2780/2780	---M--	200	added ('OK')	image/jpeg	etag:16cfc9fd17e975bdb85ab3fae4a42400	https://upload.wikimedia.org/wikipedia/commons/thumb/archive/2/27/20111216202512%21Capitol_Building_Full_View.jpg/120px-Capitol_Building_Full_View.jpg	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/thumb/archive/2/27/20111216202512!Capitol_Building_Full_View.jpg/120px-Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:23	537784/537784	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jul%202017%2006:48:45%20GMT	https://en.wikipedia.org/wiki/110th_United_States_Congress	C:/congress_site/congres/en.wikipedia.org/wiki/110th_United_States_Congress.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:24	620098/620098	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2000:00:32%20GMT	https://en.wikipedia.org/wiki/111th_United_States_Congress	C:/congress_site/congres/en.wikipedia.org/wiki/111th_United_States_Congress.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:25	1397562/1397562	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2007:32:30%20GMT	https://en.wikipedia.org/wiki/United_States	C:/congress_site/congres/en.wikipedia.org/wiki/United_States.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:25	52268/52268	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:25%20GMT	https://en.wikipedia.org/wiki/Talk:Indo-Saracenic_Revival_architecture	C:/congress_site/congres/en.wikipedia.org/wiki/Talk_Indo-Saracenic_Revival_architecture.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:26	40686/40686	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:26%20GMT	https://en.wikipedia.org/wiki/Talk:Neoclassical_architecture	C:/congress_site/congres/en.wikipedia.org/wiki/Talk_Neoclassical_architecture.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:26	296592/296592	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:26%20GMT	https://en.wikipedia.org/wiki/User:AmateurEditor/list	C:/congress_site/congres/en.wikipedia.org/wiki/User_AmateurEditor/list.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:27	298238/298238	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2023:52:44%20GMT	https://en.wikipedia.org/wiki/User:Another_Believer/Travel/United_States	C:/congress_site/congres/en.wikipedia.org/wiki/User_Another_Believer/Travel/United_States.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:28	176664/176664	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202017%2021:47:49%20GMT	https://en.wikipedia.org/wiki/User:F_McGady	C:/congress_site/congres/en.wikipedia.org/wiki/User_F_McGady.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:28	1305924/1305924	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jul%202017%2006:07:06%20GMT	https://en.wikipedia.org/wiki/User:Eloneliewhy	C:/congress_site/congres/en.wikipedia.org/wiki/User_Eloneliewhy.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:28	10391947/10391947	---M--	200	added ('OK')	image/jpeg	etag:bd0d47b85e29e616a4b66c77c0554dd6	https://upload.wikimedia.org/wikipedia/commons/archive/2/27/20111216202512%21Capitol_Building_Full_View.jpg	C:/congress_site/congres/upload.wikimedia.org/wikipedia/commons/archive/2/27/20111216202512!Capitol_Building_Full_View.jpg	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:29	23285/23285	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2008:34:01%20GMT	https://en.wikipedia.org/wiki/User:Presidentman/potd/3_July_2009	C:/congress_site/congres/en.wikipedia.org/wiki/User_Presidentman/potd/3_July_2009.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:29	994667/994667	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jul%202017%2006:06:36%20GMT	https://en.wikipedia.org/wiki/User:MO%27s_Nation/sandbox	C:/congress_site/congres/en.wikipedia.org/wiki/User_MO's_Nation/sandbox.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:29	1316994/1316994	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jul%202017%2006:07:06%20GMT	https://en.wikipedia.org/wiki/User:Stephen100002/sandbox	C:/congress_site/congres/en.wikipedia.org/wiki/User_Stephen100002/sandbox.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:30	154291/154291	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:30%20GMT	https://en.wikipedia.org/wiki/User:TheVirginiaHistorian	C:/congress_site/congres/en.wikipedia.org/wiki/User_TheVirginiaHistorian.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:30	1082204/1082204	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2005:06:09%20GMT	https://en.wikipedia.org/wiki/User:TheVirginiaHistorian/sandbox	C:/congress_site/congres/en.wikipedia.org/wiki/User_TheVirginiaHistorian/sandbox.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:30	191512/191512	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2011:13:14%20GMT	https://en.wikipedia.org/wiki/User_talk:Noclip	C:/congress_site/congres/en.wikipedia.org/wiki/User_talk_Noclip.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:31	392525/392525	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Jul%202017%2007:36:37%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Featured_pictures/Places/Architecture	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Featured_pictures/Places/Architecture.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:31	1171457/1171457	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2005:21:40%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Featured_picture_candidates/April-2007	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Featured_picture_candidates/April-2007.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:31	105274/105274	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2011:50:59%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Featured_pictures_thumbs/07	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Featured_pictures_thumbs/07.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:31	149018/149018	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Jul%202017%2019:06:33%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Picture_of_the_day/August_2007	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Picture_of_the_day/August_2007.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:32	92567/92567	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:32%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Reference_desk/Archives/Miscellaneous/2010_June_9	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Reference_desk/Archives/Miscellaneous/2010_June_9.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:32	46378/46378	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:32%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost/2007-04-30/Features_and_admins	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Wikipedia_Signpost/2007-04-30/Features_and_admins.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:32	98459/98459	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Jul%202017%2022:56:45%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost/2007-04-30/SPV	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Wikipedia_Signpost/2007-04-30/SPV.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:33	23901/23901	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:33%20GMT	https://en.wikipedia.org/wiki/Template:POTD_protected/2007-08-21	C:/congress_site/congres/en.wikipedia.org/wiki/Template_POTD_protected/2007-08-21.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:33	71213/71213	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2021:03:25%20GMT	https://en.wikipedia.org/wiki/Portal:National_Register_of_Historic_Places/Portal_picture	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_National_Register_of_Historic_Places/Portal_picture.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:33	23510/23510	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:33%20GMT	https://en.wikipedia.org/wiki/Portal:National_Register_of_Historic_Places/Portal_picture/8	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_National_Register_of_Historic_Places/Portal_picture/8.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:33	75710/75710	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:34%20GMT	https://en.wikipedia.org/wiki/Portal:Politics/Featured_picture	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_Politics/Featured_picture.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:34	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Mon,%2017%20Jul%202017%2014:06:34%20GMT	http://de.wikipedia.org/wiki/Datei:Capitol_Building_Full_View.jpg	C:/congress_site/congres/de.wikipedia.org/wiki/Datei_Capitol_Building_Full_View.75.delayed	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:35	23730/23730	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:34%20GMT	https://en.wikipedia.org/wiki/Portal:Politics/Featured_picture/5	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_Politics/Featured_picture/5.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:35	76938/76938	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2012:15:58%20GMT	https://de.wikipedia.org/wiki/Datei:Capitol_Building_Full_View.jpg	C:/congress_site/congres/de.wikipedia.org/wiki/Datei_Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:35	31526/31526	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:36%20GMT	https://en.wikipedia.org/wiki/Special:GlobalUsage/Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/Special_GlobalUsage/Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:36	230736/230736	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2007:38:58%20GMT	https://en.wikipedia.org/wiki/Adobe_Photoshop_7.0	C:/congress_site/congres/en.wikipedia.org/wiki/Adobe_Photoshop_7.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:36	152031/152031	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2018:58:47%20GMT	https://en.wikipedia.org/wiki/Color_space	C:/congress_site/congres/en.wikipedia.org/wiki/Color_space.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:36	125007/125007	---M-Z	200	added ('OK')	text/html	date:Sun,%2016%20Jul%202017%2011:54:26%20GMT	https://en.wikipedia.org/wiki/Help:Category	C:/congress_site/congres/en.wikipedia.org/wiki/Help_Category.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:36	291730/291730	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2010:50:53%20GMT	https://en.wikipedia.org/wiki/Category:Featured_pictures	C:/congress_site/congres/en.wikipedia.org/wiki/Category_Featured_pictures.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:37	252936/252936	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2000:07:46%20GMT	https://en.wikipedia.org/wiki/Category:Wikipedia_Picture_of_the_day_files	C:/congress_site/congres/en.wikipedia.org/wiki/Category_Wikipedia_Picture_of_the_day_files.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:37	29762/29762	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Jul%202017%2021:40:59%20GMT	https://en.wikipedia.org/wiki/Category:Featured_pictures_of_Washington,_D.C.	C:/congress_site/congres/en.wikipedia.org/wiki/Category_Featured_pictures_of_Washington,_D.C.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:37	18598/18598	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:37%20GMT	https://en.wikipedia.org/wiki/Special:MyTalk	C:/congress_site/congres/en.wikipedia.org/wiki/Special_MyTalk.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:38	26268/26268	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:38%20GMT	https://en.wikipedia.org/wiki/Special:MyContributions	C:/congress_site/congres/en.wikipedia.org/wiki/Special_MyContributions.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:38	19800/19800	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:38%20GMT	https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=File%3ACapitol+Building+Full+View.jpg	C:/congress_site/congres/en.wikipedia.org/w/index22f5.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:38	17929/17929	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:38%20GMT	https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=File%3ACapitol+Building+Full+View.jpg	C:/congress_site/congres/en.wikipedia.org/w/index4062.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:39	27144/27144	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2009:56:48%20GMT	https://en.wikipedia.org/wiki/File_talk:Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/File_talk_Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:39	78483/78483	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2012:00:08%20GMT	https://en.wikipedia.org/wiki/Main_Page	C:/congress_site/congres/en.wikipedia.org/wiki/Main_Page.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:39	61725/61725	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202017%2018:12:18%20GMT	https://en.wikipedia.org/wiki/Portal:Contents	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_Contents.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:40	52386/52386	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2010:38:08%20GMT	https://en.wikipedia.org/wiki/Portal:Featured_content	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_Featured_content.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:40	181817/181817	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2013:27:05%20GMT	https://en.wikipedia.org/wiki/Portal:Current_events	C:/congress_site/congres/en.wikipedia.org/wiki/Portal_Current_events.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:40	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2017%20Jul%202017%2014:06:40%20GMT	https://en.wikipedia.org/wiki/Special:Random	C:/congress_site/congres/en.wikipedia.org/wiki/Special_Random	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:40	34804/34804	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jul%202017%2014:06:41%20GMT	https://en.wikipedia.org/wiki/Ruthenium_boride	C:/congress_site/congres/en.wikipedia.org/wiki/Ruthenium_boride.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:41	120269/120269	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Jul%202017%2010:09:46%20GMT	https://en.wikipedia.org/wiki/Help:Contents	C:/congress_site/congres/en.wikipedia.org/wiki/Help_Contents.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:41	308790/308790	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2008:25:52%20GMT	https://en.wikipedia.org/wiki/Wikipedia:About	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_About.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:42	197943/197943	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2005:37:45%20GMT	https://en.wikipedia.org/wiki/Wikipedia:Community_portal	C:/congress_site/congres/en.wikipedia.org/wiki/Wikipedia_Community_portal.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:43	116386/116386	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:43%20GMT	https://en.wikipedia.org/wiki/Special:RecentChanges	C:/congress_site/congres/en.wikipedia.org/wiki/Special_RecentChanges.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:43	41968/41968	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:43%20GMT	https://en.wikipedia.org/wiki/Special:WhatLinksHere/File:Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/Special_WhatLinksHere/File_Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
15:06:45	41012/41012	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jul%202017%2014:06:44%20GMT	https://en.wikipedia.org/wiki/Special:RecentChangesLinked/File:Capitol_Building_Full_View.jpg	C:/congress_site/congres/en.wikipedia.org/wiki/Special_RecentChangesLinked/File_Capitol_Building_Full_View.html	(from https://en.wikipedia.org/wiki/File:Capitol_Building_Full_View.jpg)
